字,假名,送假名,旧字体,音训读,简体字,等级,类别
遙,とお,い,,训读,,,人名用汉字
遙,なが,い,,训读,,,人名用汉字
遙,はる,か,,训读,,,人名用汉字
僞,ぎ,,,音读,,,人名用汉字
僞,いつわ,る,,训读,,,人名用汉字
僞,にせ,,,训读,,,人名用汉字
齊,せい,,,音读,,,人名用汉字
齊,さい,,,音读,,,人名用汉字
齊,し,,,音读,,,人名用汉字
齊,ととの,える,,训读,,,人名用汉字
齊,ひと,しい,,训读,,,人名用汉字
齊,ものいみ,,,训读,,,人名用汉字
粹,すい,,,音读,,,人名用汉字
粹,いき,,,训读,,,人名用汉字
盡,じん,,,音读,,,人名用汉字
盡,つ,かす,,训读,,,人名用汉字
盡,つ,きる,,训读,,,人名用汉字
盡,つ,くす,,训读,,,人名用汉字
盡,ことごと,く,,训读,,,人名用汉字
盡,すが,れる,,训读,,,人名用汉字
寢,しん,,,音读,,,人名用汉字
寢,ね,かす,,训读,,,人名用汉字
寢,ね,る,,训读,,,人名用汉字
寢,みたまや,,,训读,,,人名用汉字
寢,みにく,い,,训读,,,人名用汉字
寢,や,める,,训读,,,人名用汉字
團,だん,,,音读,,,人名用汉字
團,とん,,,音读,,,人名用汉字
團,たん,,,音读,,,人名用汉字
團,かたまり,,,训读,,,人名用汉字
團,まる,い,,训读,,,人名用汉字
壽,じゅ,,,音读,,,人名用汉字
壽,す,,,音读,,,人名用汉字
壽,ことぶき,,,训读,,,人名用汉字
壽,いのちなが,し,,训读,,,人名用汉字
壽,ことほ,ぐ,,训读,,,人名用汉字
壽,とし,,,训读,,,人名用汉字
壽,ひさ,しい,,训读,,,人名用汉字
滯,たい,,,音读,,,人名用汉字
滯,とどこお,る,,训读,,,人名用汉字
福,ふく,,,音读,,,人名用汉字
福,さいわ,い,,训读,,,人名用汉字
僧,そう,,,音读,,,人名用汉字
嘆,たん,,,音读,,,人名用汉字
嘆,なげ,かわしい,,训读,,,人名用汉字
嘆,なげ,く,,训读,,,人名用汉字
漢,かん,,,音读,,,人名用汉字
漢,おとこ,,,训读,,,人名用汉字
漢,から,,,训读,,,人名用汉字
禍,か,,,音读,,,人名用汉字
禍,まが,,,训读,,,人名用汉字
禍,わざわ,い,,训读,,,人名用汉字
禎,てい,,,音读,,,人名用汉字
禎,さいわ,い,,训读,,,人名用汉字
署,しょ,,,音读,,,人名用汉字
署,しる,す,,训读,,,人名用汉字
署,やくわり,,,训读,,,人名用汉字
賓,ひん,,,音读,,,人名用汉字
賓,したが,う,,训读,,,人名用汉字
賓,まろうど,,,训读,,,人名用汉字
寬,かん,,,音读,,,人名用汉字
寬,くつろ,ぐ,,训读,,,人名用汉字
寬,ひろ,い,,训读,,,人名用汉字
寬,ゆる,やか,,训读,,,人名用汉字
綠,りょく,,,音读,,,人名用汉字
綠,ろく,,,音读,,,人名用汉字
綠,みどり,,,训读,,,人名用汉字
凜,りん,,,音读,,,人名用汉字
凜,さむ,い,,训读,,,人名用汉字
凜,すさ,まじい,,训读,,,人名用汉字
凛,りん,,,音读,,,人名用汉字
凛,さむ,い,,训读,,,人名用汉字
凛,すさ,まじい,,训读,,,人名用汉字
黎,り,,,音读,,,人名用汉字
黎,れい,,,音读,,,人名用汉字
黎,らい,,,音读,,,人名用汉字
黎,おお,い,,训读,,,人名用汉字
黎,くろ,い,,训读,,,人名用汉字
黎,もろもろ,,,训读,,,人名用汉字
熙,き,,,音读,,,人名用汉字
熙,ああ,,,训读,,,人名用汉字
熙,たの,しむ,,训读,,,人名用汉字
熙,ひか,る,,训读,,,人名用汉字
熙,ひろ,い,,训读,,,人名用汉字
熙,やわ,らぐ,,训读,,,人名用汉字
熙,よろこ,ぶ,,训读,,,人名用汉字
諄,しゅん,,,音读,,,人名用汉字
諄,じゅん,,,音读,,,人名用汉字
諄,あつ,い,,训读,,,人名用汉字
諄,くど,い,,训读,,,人名用汉字
諄,ねんご,ろ,,训读,,,人名用汉字
諄,まこと,,,训读,,,人名用汉字
樂,がく,,,音读,,,人名用汉字
樂,らく,,,音读,,,人名用汉字
樂,ぎょう,,,音读,,,人名用汉字
樂,ごう,,,音读,,,人名用汉字
樂,たの,しい,,训读,,,人名用汉字
樂,たの,しむ,,训读,,,人名用汉字
樂,かな,でる,,训读,,,人名用汉字
樂,この,む,,训读,,,人名用汉字
劍,けん,,,音读,,,人名用汉字
劍,つるぎ,,,训读,,,人名用汉字
澁,しゅう,,,音读,,,人名用汉字
澁,じゅう,,,音读,,,人名用汉字
澁,しぶ,,,训读,,,人名用汉字
澁,しぶ,い,,训读,,,人名用汉字
澁,しぶ,る,,训读,,,人名用汉字
價,か,,,音读,,,人名用汉字
價,あたい,,,训读,,,人名用汉字
儉,けん,,,音读,,,人名用汉字
儉,つづま,やか,,训读,,,人名用汉字
儉,つま,しい,,训读,,,人名用汉字
彈,だん,,,音读,,,人名用汉字
彈,たま,,,训读,,,人名用汉字
彈,はず,む,,训读,,,人名用汉字
彈,ひ,く,,训读,,,人名用汉字
彈,ただ,す,,训读,,,人名用汉字
彈,はじ,く,,训读,,,人名用汉字
彈,はじ,ける,,训读,,,人名用汉字
彈,はず,み,,训读,,,人名用汉字
樣,よう,,,音读,,,人名用汉字
樣,さま,,,训读,,,人名用汉字
稻,とう,,,音读,,,人名用汉字
稻,いな,,,训读,,,人名用汉字
稻,いね,,,训读,,,人名用汉字
廣,こう,,,音读,,,人名用汉字
廣,ひろ,い,,训读,,,人名用汉字
廣,ひろ,がる,,训读,,,人名用汉字
廣,ひろ,げる,,训读,,,人名用汉字
廣,ひろ,まる,,训读,,,人名用汉字
廣,ひろ,める,,训读,,,人名用汉字
賣,ばい,,,音读,,,人名用汉字
賣,う,る,,训读,,,人名用汉字
賣,う,れる,,训读,,,人名用汉字
醉,すい,,,音读,,,人名用汉字
醉,よ,う,,训读,,,人名用汉字
髮,はつ,,,音读,,,人名用汉字
髮,ほつ,,,音读,,,人名用汉字
髮,かみ,,,训读,,,人名用汉字
墨,ぼく,,,音读,,,人名用汉字
墨,もく,,,音读,,,人名用汉字
墨,すみ,,,训读,,,人名用汉字
層,そう,,,音读,,,人名用汉字
層,かさ,なる,,训读,,,人名用汉字
憎,ぞう,,,音读,,,人名用汉字
憎,そう,,,音读,,,人名用汉字
憎,にく,い,,训读,,,人名用汉字
憎,にく,しみ,,训读,,,人名用汉字
憎,にく,む,,训读,,,人名用汉字
憎,にく,らしい,,训读,,,人名用汉字
穀,こく,,,音读,,,人名用汉字
節,せつ,,,音读,,,人名用汉字
節,せち,,,音读,,,人名用汉字
節,ふし,,,训读,,,人名用汉字
節,ノット,,,训读,,,人名用汉字
節,みさお,,,训读,,,人名用汉字
練,れん,,,音读,,,人名用汉字
練,ね,る,,训读,,,人名用汉字
練,ねりぎぬ,,,训读,,,人名用汉字
增,ぞう,,,音读,,,人名用汉字
增,そう,,,音读,,,人名用汉字
增,ふ,える,,训读,,,人名用汉字
增,ふ,やす,,训读,,,人名用汉字
增,ま,す,,训读,,,人名用汉字
德,とく,,,音读,,,人名用汉字
緖,しょ,,,音读,,,人名用汉字
緖,ちょ,,,音读,,,人名用汉字
緖,お,,,训读,,,人名用汉字
緖,いとぐち,,,训读,,,人名用汉字
徵,ちょう,,,音读,,,人名用汉字
徵,ち,,,音读,,,人名用汉字
徵,しるし,,,训读,,,人名用汉字
徵,め,す,,训读,,,人名用汉字
瘦,そう,,,音读,,,人名用汉字
瘦,しゅう,,,音读,,,人名用汉字
瘦,や,せる,,训读,,,人名用汉字
瘦,こ,ける,,训读,,,人名用汉字
瘦,ほそ,い,,训读,,,人名用汉字
緣,えん,,,音读,,,人名用汉字
緣,ふち,,,训读,,,人名用汉字
緣,えにし,,,训读,,,人名用汉字
緣,へり,,,训读,,,人名用汉字
緣,ゆかり,,,训读,,,人名用汉字
緣,よすが,,,训读,,,人名用汉字
緣,よ,る,,训读,,,人名用汉字
橙,とう,,,音读,,,人名用汉字
橙,だいだい,,,训读,,,人名用汉字
澪,れい,,,音读,,,人名用汉字
澪,みお,,,训读,,,人名用汉字
燎,りょう,,,音读,,,人名用汉字
燎,かがりび,,,训读,,,人名用汉字
燎,や,く,,训读,,,人名用汉字
蕾,らい,,,音读,,,人名用汉字
蕾,つぼみ,,,训读,,,人名用汉字
蕾,つぼ,む,,训读,,,人名用汉字
燈,とう,,,音读,,,人名用汉字
燈,どん,,,音读,,,人名用汉字
燈,ひ,,,训读,,,人名用汉字
燈,あかし,,,训读,,,人名用汉字
燈,あかり,,,训读,,,人名用汉字
燈,とぼし,,,训读,,,人名用汉字
燈,とぼ,す,,训读,,,人名用汉字
燈,ともし,,,训读,,,人名用汉字
燈,ともしび,,,训读,,,人名用汉字
燈,とも,す,,训读,,,人名用汉字
燈,とも,る,,训读,,,人名用汉字
龍,りゅう,,,音读,,,人名用汉字
龍,りょう,,,音读,,,人名用汉字
龍,りん,,,音读,,,人名用汉字
龍,たつ,,,训读,,,人名用汉字
曉,ぎょう,,,音读,,,人名用汉字
曉,あかつき,,,训读,,,人名用汉字
曉,さと,る,,训读,,,人名用汉字
勳,くん,,,音读,,,人名用汉字
勳,いさお,,,训读,,,人名用汉字
勳,いさおし,,,训读,,,人名用汉字
縣,けん,,,音读,,,人名用汉字
縣,あがた,,,训读,,,人名用汉字
戰,せん,,,音读,,,人名用汉字
戰,たたか,う,,训读,,,人名用汉字
戰,いくさ,,,训读,,,人名用汉字
戰,おのの,く,,训读,,,人名用汉字
戰,そよ,ぐ,,训读,,,人名用汉字
燒,しょう,,,音读,,,人名用汉字
燒,や,く,,训读,,,人名用汉字
燒,や,ける,,训读,,,人名用汉字
燒,く,べる,,训读,,,人名用汉字
默,もく,,,音读,,,人名用汉字
默,ぼく,,,音读,,,人名用汉字
默,だま,る,,训读,,,人名用汉字
默,だんま,り,,训读,,,人名用汉字
默,もだ,す,,训读,,,人名用汉字
衞,えい,,,音读,,,人名用汉字
衞,え,,,音读,,,人名用汉字
衞,まも,る,,训读,,,人名用汉字
險,けん,,,音读,,,人名用汉字
險,けわ,しい,,训读,,,人名用汉字
靜,せい,,,音读,,,人名用汉字
靜,じょう,,,音读,,,人名用汉字
靜,しず,,,训读,,,人名用汉字
靜,しず,か,,训读,,,人名用汉字
靜,しず,まる,,训读,,,人名用汉字
靜,しず,める,,训读,,,人名用汉字
諸,しょ,,,音读,,,人名用汉字
諸,もろ,,,训读,,,人名用汉字
諸,もろもろ,,,训读,,,人名用汉字
器,き,,,音读,,,人名用汉字
器,うつわ,,,训读,,,人名用汉字
謁,えつ,,,音读,,,人名用汉字
謁,まみ,える,,训读,,,人名用汉字
橫,おう,,,音读,,,人名用汉字
橫,こう,,,音读,,,人名用汉字
橫,よこ,,,训读,,,人名用汉字
橫,よこ,たわる,,训读,,,人名用汉字
賴,らい,,,音读,,,人名用汉字
賴,たの,む,,训读,,,人名用汉字
賴,たの,もしい,,训读,,,人名用汉字
賴,たよ,る,,训读,,,人名用汉字
賴,たよ,り,,训读,,,人名用汉字
曆,れき,,,音读,,,人名用汉字
曆,りゃく,,,音读,,,人名用汉字
曆,こよみ,,,训读,,,人名用汉字
歷,れき,,,音读,,,人名用汉字
歷,りゃく,,,音读,,,人名用汉字
歷,へ,る,,训读,,,人名用汉字
錄,ろく,,,音读,,,人名用汉字
錄,りょ,,,音读,,,人名用汉字
錄,りょく,,,音读,,,人名用汉字
錄,しる,す,,训读,,,人名用汉字
應,おう,,,音读,,,人名用汉字
應,こた,える,,训读,,,人名用汉字
應,まさ,に,,训读,,,人名用汉字
濕,しつ,,,音读,,,人名用汉字
濕,うるお,い,,训读,,,人名用汉字
濕,うるお,す,,训读,,,人名用汉字
濕,しめ,す,,训读,,,人名用汉字
濕,しめ,る,,训读,,,人名用汉字
縱,じゅう,,,音读,,,人名用汉字
縱,しょう,,,音读,,,人名用汉字
縱,たて,,,训读,,,人名用汉字
縱,はな,つ,,训读,,,人名用汉字
縱,ほしいまま,,,训读,,,人名用汉字
縱,ゆる,す,,训读,,,人名用汉字
縱,ゆる,める,,训读,,,人名用汉字
縱,よし,んば,,训读,,,人名用汉字
彌,び,,,音读,,,人名用汉字
彌,み,,,音读,,,人名用汉字
彌,や,,,训读,,,人名用汉字
彌,あまね,し,,训读,,,人名用汉字
彌,いや,,,训读,,,人名用汉字
彌,いよいよ,,,训读,,,人名用汉字
彌,つくろ,う,,训读,,,人名用汉字
彌,ひさ,しい,,训读,,,人名用汉字
彌,わた,る,,训读,,,人名用汉字
禪,ぜん,,,音读,,,人名用汉字
禪,せん,,,音读,,,人名用汉字
禪,ゆず,る,,训读,,,人名用汉字
穗,すい,,,音读,,,人名用汉字
穗,ほ,,,训读,,,人名用汉字
戲,ぎ,,,音读,,,人名用汉字
戲,げ,,,音读,,,人名用汉字
戲,たわむ,れる,,训读,,,人名用汉字
戲,ざ,れる,,训读,,,人名用汉字
戲,たわ,ける,,训读,,,人名用汉字
檢,けん,,,音读,,,人名用汉字
檢,あらた,める,,训读,,,人名用汉字
檢,しら,べる,,训读,,,人名用汉字
謠,よう,,,音读,,,人名用汉字
謠,うたい,,,训读,,,人名用汉字
謠,うた,う,,训读,,,人名用汉字
繁,はん,,,音读,,,人名用汉字
繁,しげ,る,,训读,,,人名用汉字
繁,わずら,わしい,,训读,,,人名用汉字
薰,くん,,,音读,,,人名用汉字
薰,かお,る,,训读,,,人名用汉字
薰,かおりぐさ,,,训读,,,人名用汉字
薰,た,く,,训读,,,人名用汉字
擊,げき,,,音读,,,人名用汉字
擊,けき,,,音读,,,人名用汉字
擊,う,つ,,训读,,,人名用汉字
鍊,れん,,,音读,,,人名用汉字
鍊,ね,る,,训读,,,人名用汉字
雜,ざつ,,,音读,,,人名用汉字
雜,ぞう,,,音读,,,人名用汉字
雜,ま,じる,,训读,,,人名用汉字
雜,ま,ぜる,,训读,,,人名用汉字
櫂,とう,,,音读,,,人名用汉字
櫂,かい,,,训读,,,人名用汉字
櫂,かじ,,,训读,,,人名用汉字
燿,よう,,,音读,,,人名用汉字
燿,かがや,き,,训读,,,人名用汉字
燿,かがや,く,,训读,,,人名用汉字
燿,かがよ,う,,训读,,,人名用汉字
藝,げい,,,音读,,,人名用汉字
藝,う,える,,训读,,,人名用汉字
藝,わざ,,,训读,,,人名用汉字
藥,やく,,,音读,,,人名用汉字
藥,くすり,,,训读,,,人名用汉字
藏,ぞう,,,音读,,,人名用汉字
藏,そう,,,音读,,,人名用汉字
藏,くら,,,训读,,,人名用汉字
藏,おさ,める,,训读,,,人名用汉字
藏,かく,れる,,训读,,,人名用汉字
鎭,ちん,,,音读,,,人名用汉字
鎭,てん,,,音读,,,人名用汉字
鎭,しず,まる,,训读,,,人名用汉字
鎭,しず,める,,训读,,,人名用汉字
鎭,おさ,え,,训读,,,人名用汉字
禮,れい,,,音读,,,人名用汉字
禮,らい,,,音读,,,人名用汉字
禮,うやま,う,,训读,,,人名用汉字
禮,のり,,,训读,,,人名用汉字
轉,てん,,,音读,,,人名用汉字
轉,ころ,がす,,训读,,,人名用汉字
轉,ころ,がる,,训读,,,人名用汉字
轉,ころ,げる,,训读,,,人名用汉字
轉,ころ,ぶ,,训读,,,人名用汉字
轉,うた,た,,训读,,,人名用汉字
轉,うつ,る,,训读,,,人名用汉字
轉,くるり,,,训读,,,人名用汉字
轉,こ,ける,,训读,,,人名用汉字
轉,まろ,ぶ,,训读,,,人名用汉字
壘,るい,,,音读,,,人名用汉字
壘,かさ,ねる,,训读,,,人名用汉字
壘,とりで,,,训读,,,人名用汉字
謹,きん,,,音读,,,人名用汉字
謹,つつし,む,,训读,,,人名用汉字
獸,じゅう,,,音读,,,人名用汉字
獸,けだもの,,,训读,,,人名用汉字
獸,けもの,,,训读,,,人名用汉字
獸,しし,,,训读,,,人名用汉字
瀧,ろう,,,音读,,,人名用汉字
瀧,たき,,,训读,,,人名用汉字
懷,かい,,,音读,,,人名用汉字
懷,なつ,かしい,,训读,,,人名用汉字
懷,なつ,かしむ,,训读,,,人名用汉字
懷,なつ,く,,训读,,,人名用汉字
懷,なつ,ける,,训读,,,人名用汉字
懷,ふところ,,,训读,,,人名用汉字
懷,いだ,く,,训读,,,人名用汉字
懷,おも,う,,训读,,,人名用汉字
壞,かい,,,音读,,,人名用汉字
壞,え,,,音读,,,人名用汉字
壞,こわ,す,,训读,,,人名用汉字
壞,こわ,れる,,训读,,,人名用汉字
壞,やぶ,る,,训读,,,人名用汉字
壞,やぶ,れる,,训读,,,人名用汉字
類,るい,,,音读,,,人名用汉字
類,たぐ,い,,训读,,,人名用汉字
類,たぐい,,,训读,,,人名用汉字
類,たぐ,える,,训读,,,人名用汉字
類,に,る,,训读,,,人名用汉字
懲,ちょう,,,音读,,,人名用汉字
懲,こ,らしめる,,训读,,,人名用汉字
懲,こ,らす,,训读,,,人名用汉字
懲,こ,りる,,训读,,,人名用汉字
贈,そう,,,音读,,,人名用汉字
贈,ぞう,,,音读,,,人名用汉字
贈,おく,る,,训读,,,人名用汉字
難,なん,,,音读,,,人名用汉字
難,だ,,,音读,,,人名用汉字
難,だん,,,音读,,,人名用汉字
難,な,,,音读,,,人名用汉字
難,むずか,しい,,训读,,,人名用汉字
難,かた,い,,训读,,,人名用汉字
難,にく,い,,训读,,,人名用汉字
難,むつか,しい,,训读,,,人名用汉字
瀨,らい,,,音读,,,人名用汉字
瀨,せ,,,训读,,,人名用汉字
嚴,げん,,,音读,,,人名用汉字
嚴,ごん,,,音读,,,人名用汉字
嚴,きび,しい,,训读,,,人名用汉字
嚴,おごそ,か,,训读,,,人名用汉字
嚴,いか,つい,,训读,,,人名用汉字
嚴,いかめ,しい,,训读,,,人名用汉字
孃,じょう,,,音读,,,人名用汉字
孃,むすめ,,,训读,,,人名用汉字
騷,そう,,,音读,,,人名用汉字
騷,うれ,い,,训读,,,人名用汉字
騷,さわ,ぐ,,训读,,,人名用汉字
騷,ざわ,つく,,训读,,,人名用汉字
騷,ぞめ,く,,训读,,,人名用汉字
飜,ほん,,,音读,,,人名用汉字
飜,はん,,,音读,,,人名用汉字
飜,ひるがえ,す,,训读,,,人名用汉字
飜,ひるがえ,る,,训读,,,人名用汉字
鷄,けい,,,音读,,,人名用汉字
鷄,にわとり,,,训读,,,人名用汉字
鷄,とり,,,训读,,,人名用汉字
櫻,おう,,,音读,,,人名用汉字
櫻,さくら,,,训读,,,人名用汉字
攝,せつ,,,音读,,,人名用汉字
攝,しょう,,,音读,,,人名用汉字
